transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DomainType	Coverage_max	Subfamily_hits	Domains
HERVE-int_00110	17.620999002172706	1.38767895951649	0.6151560109841486	2.255816304706885	0.024082137794552646	0.18296832156470205	AP | GAG | INT | RNaseH | RT	1	HERVE	AP:1.00 | RT:0.59 | RNaseH:0.51 | INT:0.28 | GAG:0.14
ERV3-16A3_I-int_01752	7.878194801291801	-1.5428882682910217	0.6864603802569547	-2.247599880001072	0.024601715238034692	0.18530932269224692	NA	NA	NA	NA
HERV35I-int_00058	73.54490958743867	-1.4712066493167897	0.6568014411424575	-2.2399564878507796	0.025093747841405816	0.1876653856425135	NA	NA	NA	NA
HERVIP10B3-int_00079	78.79020757905703	-0.829080114887234	0.37138941896095207	-2.232374086495996	0.025590249023626707	0.19002121083501533	NA	NA	NA	NA
HERV30-int_00002	810.9437811686804	1.3541571908961374	0.6076020352010981	2.2286910056974247	0.025834471116766053	0.1904837412623525	ENV | GAG | RT	0.349	HERV30	RT:0.35 | ENV:0.22 | GAG:0.22
HERVK3-int_00097	4837.399698421875	0.7713948898137358	0.34674979746774304	2.2246440962535705	0.02610513991467974	0.19113343699769014	AP | DUT | ENV | INT | RNaseH	0.767	HERVK3	AP:0.77 | DUT:0.69 | RNaseH:0.66 | INT:0.27 | ENV:0.18
HERV17-int_00317	82.15780842025205	-1.4953282963137478	0.6740967619106769	-2.2182695138237296	0.026536461525209033	0.19197604926776554	INT	0.104	HERV17	INT:0.10
HERVH-int_00886	25.656539477953665	-1.690256936106137	0.7622252889598875	-2.2175293323219663	0.026586940920559694	0.19197604926776554	INT | RT	0.34	HERVH	RT:0.34 | INT:0.20
LTR49-int_00378	73.47479196065521	-1.413769881839494	0.6404044546725519	-2.2076203117018838	0.02727075201921058	0.19556491345283203	NA	NA	NA	NA
HERV35I-int_00054	50.97340499621131	-1.1833593752812686	0.5366940948247898	-2.2049047803806943	0.027460776999037574	0.19558798311559414	NA	NA	NA	NA
HERVK-int_00080	934.6076764909623	-1.659964226051322	0.7584737599397732	-2.1885585418052327	0.028628941900490094	0.20140822505581005	ENV	0.186	HERVK	ENV:0.19
HERVK3-int_00078	30.80589370661241	1.2768924152336025	0.5838862665622557	2.186885508973444	0.02875088305448039	0.20140822505581005	DUT | ENV | GAG | INT	0.493	HERVK3	DUT:0.49 | INT:0.39 | GAG:0.38 | ENV:0.36
MER41-int_00950	10.409103097340692	1.9731735779088118	0.9028636895270021	2.1854612172326147	0.028855046569600293	0.20140822505581005	NA	NA	NA	NA
LTR25-int_00290	15.615459231713805	-1.3830365666328466	0.6369274192860936	-2.1714194188453004	0.029899482322134595	0.2073162780879134	NA	NA	NA	NA
HERVK-int_00007	111.48429837733934	-1.5197970978260584	0.7010155313071224	-2.1679934751120644	0.030159182988043643	0.20774121439790588	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | RT:1.00 | ENV:0.99 | ORFX:0.18
HERV17-int_00053	26.12265703730417	-1.3411374839804353	0.6205064275806431	-2.1613595353226804	0.03066757730622016	0.20826209066327167	AP | GAG | RNaseH | RT	0.786	HERV17	RNaseH:0.79 | RT:0.69 | AP:0.38 | GAG:0.10
HERVK-int_00129	158.42616747315597	-1.1559022219026658	0.5347579302978913	-2.161542927018887	0.03065342472222413	0.20826209066327167	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | RT:1.00 | ENV:0.99 | ORFX:0.18
HERVK11-int_00074	50.58836186888458	-0.88602017032266	0.41033887556758514	-2.15924013803739	0.030831541597714528	0.20826209066327167	ENV	0.489	HERVK11	ENV:0.49
ERV3-16A3_I-int_01383	9.297313398967468	-1.4326597592219021	0.6671063603641398	-2.1475732272135515	0.03174767417052288	0.20911052759328075	NA	NA	NA	NA
ERVL-E-int_01269	34.538021193767115	-1.303785098400723	0.6055877110362374	-2.152925289996029	0.03132455055675035	0.20911052759328075	NA	NA	NA	NA
HERV35I-int_00057	193.76217974344502	-1.4130207490582856	0.6579938474624887	-2.147468026498287	0.03175604000700252	0.20911052759328075	NA	NA	NA	NA
HERVK-int_00130	12.672870850569083	-1.7046188070983435	0.7932866577620391	-2.1488055930592433	0.03164981386010978	0.20911052759328075	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | INT:1.00 | RNaseH:1.00 | RT:1.00 | ENV:0.99 | DUT:0.93 | GAG:0.82 | ORFX:0.18
MER65-int_00384	11.889558045624307	1.7755430805615238	0.8308119995284876	2.1371177613818784	0.03258841467447472	0.21325043852609396	NA	NA	NA	NA
HERVIP10B3-int_00126	12.793860407616908	1.655384384737837	0.7768332649276684	2.1309391081392106	0.033094158984428065	0.21521481029003842	NA	NA	NA	NA
ERVL40-int_00132	28.030573100044034	1.9424432459264602	0.9138166626268533	2.1256378061029455	0.03353342915158585	0.21539570749515574	NA	NA	NA	NA
Harlequin-int_00089	190.7071476003286	0.6975894753191246	0.3279261680198344	2.127276025367184	0.03339715554875258	0.21539570749515574	ENV | GAG	0.114	Harlequin	ENV:0.11 | GAG:0.07
ERVL40-int_00390	19.332554131702274	1.0107796651200531	0.48188772421881654	2.0975418428818	0.035945637169921094	0.22280182386509292	NA	NA	NA	NA
HERV-Fc2-int_00009	12.917722013813206	1.338569633347527	0.6362304094092567	2.1039070336018613	0.0353865573235793	0.22280182386509292	ENV | GAG | RT	0.404	HERV-Fc2	ENV:0.40 | RT:0.26 | GAG:0.21
HERVE-int_00062	12.797983969428634	1.769667631970907	0.8437664977193766	2.0973428510780603	0.03596323613486218	0.22280182386509292	AP | ENV | GAG | INT | RNaseH | RT	1	HERVE	AP:1.00 | RT:0.74 | INT:0.72 | ENV:0.59 | RNaseH:0.48 | GAG:0.31
HERVK3-int_00069	317.71416351125913	0.725278401769436	0.34453721049950525	2.1050800310304294	0.03528434216529067	0.22280182386509292	ENV | INT | RNaseH	0.676	HERVK3	RNaseH:0.68 | INT:0.19 | ENV:0.16
HUERS-P1-int_00085	214.17700935222354	-1.2852025880068556	0.6123809126639572	-2.098697985892496	0.035843532342790085	0.22280182386509292	NA	NA	NA	NA
Harlequin-int_00195	42.788781276358364	0.8543353284223029	0.4063550607281856	2.1024355569519413	0.03551513920448474	0.22280182386509292	GAG	0.127	Harlequin	GAG:0.13
ERVL-int_00347	35.98273056342935	1.2921695358580367	0.620764282826774	2.081578421319418	0.03738099412749091	0.230222946185194	INT	0.186	ERVL	INT:0.19
MER34-int_00323	32.44186876751741	1.1195670653545664	0.5394389194126411	2.0754287928901904	0.037946811972436795	0.23234100663825336	NA	NA	NA	NA
HERVE-int_00108	81.30135435465063	1.2957381947182338	0.62541024452236	2.0718211862804043	0.038282120129424	0.23234614607276435	AP | GAG | RNaseH | RT	0.985	HERVE	AP:0.98 | RT:0.58 | RNaseH:0.26 | GAG:0.17
HERVH-int_00490	43.6229892738077	-1.8292984685957074	0.8844526028340753	-2.0682832101279787	0.038613399633869144	0.23234614607276435	GAG | RT	0.315	HERVH	RT:0.32 | GAG:0.13
HERVIP10B3-int_00125	79.60953392825054	-0.8718092914081851	0.4214682116083428	-2.0685054469026722	0.03859251895091174	0.23234614607276435	AP | ENV | GAG | INT | RNaseH | RT	0.507	HERVIP10B3	RNaseH:0.51 | INT:0.40 | AP:0.37 | RT:0.36 | ENV:0.28 | GAG:0.07
HERVIP10B3-int_00080	12.326843463502925	-1.44083112392448	0.69886286884695	-2.0616793195805343	0.03923827673854007	0.23475700425857976	NA	NA	NA	NA
MER61-int_00209	62.95501751693594	1.5095298824260643	0.7357519540990054	2.0516831440490293	0.04020046593606164	0.23914708997191217	NA	NA	NA	NA
HERVH-int_01301	10.548725722199856	-1.3420949333981846	0.6550937846689595	-2.0487065589797795	0.040490817459238236	0.2395134795470194	AP | INT | RNaseH | RT	1	HERVH	RNaseH:1.00 | RT:0.56 | AP:0.34 | INT:0.22
HERV3-int_00118	27.710425309729665	1.4491104776722983	0.7109842431519244	2.0381752361319907	0.04153241113047696	0.24429457558207515	GAG | INT | RNaseH | RT	0.899	HERV3	INT:0.90 | RT:0.89 | RNaseH:0.67 | GAG:0.16
MER4B-int_00021	14.813758389223818	-1.1552778505575128	0.569107387861187	-2.0299821706747916	0.042358351629878006	0.2477608612093982	NA	NA	NA	NA
MER65-int_00416	128.73960520112533	0.8911030660792996	0.44103356298995894	2.020488100810567	0.043332783180794046	0.2520523555016187	NA	NA	NA	NA
LTR43-int_00072	10.573368980050716	-1.2595738023361172	0.6288650420104118	-2.0029318187403127	0.04518460724686194	0.2613717336324003	NA	NA	NA	NA
ERVL-E-int_03049	31.913072577157347	0.9996493606382453	0.4999257422566119	1.9995956922040738	0.04554393948851309	0.2620027727718308	NA	NA	NA	NA
Harlequin-int_00160	816.0680055813855	1.3637919785689123	0.6845856486546632	1.9921422268331428	0.04635545496260822	0.26377261601005875	ENV | GAG	0.243	Harlequin	ENV:0.24 | GAG:0.10
Harlequin-int_00200	9.567648543174519	1.5971504291567833	0.8011994727150927	1.9934491765756959	0.04621228352668509	0.26377261601005875	ENV | GAG | INT	0.748	Harlequin	ENV:0.75 | GAG:0.21 | INT:0.15
HERVH-int_00168	11.607974425752893	1.5656002485081393	0.7871701939379713	1.9888967602748282	0.04671259944649617	0.26436806281341346	AP | GAG | RT	0.809	HERVH	AP:0.81 | RT:0.34 | GAG:0.12
HERVK22-int_00045	223.23366648302576	-0.5573753459640762	0.28112602699138683	-1.9826529472532728	0.047406208778178076	0.26685107844490563	NA	NA	NA	NA
HERV30-int_00023	94.64489823055908	-0.7913919896973783	0.39975464737132854	-1.9796942822337256	0.04773789145097843	0.26728113555708244	ENV | GAG | INT | RNaseH | RT	0.857	HERV30	RNaseH:0.86 | RT:0.84 | INT:0.62 | ENV:0.18 | GAG:0.10
HERVE-int_00168	51.60512085624016	0.6858713632015071	0.3490906188364016	1.9647373094346456	0.049444649355084594	0.27536461635517856	AP | GAG | RT	1	HERVE	AP:1.00 | GAG:0.77 | RT:0.40
MER4-int_00604	14.480449995807989	1.0060219446717034	0.5127467732515176	1.9620249159095526	0.049759583505085775	0.27565229592499896	NA	NA	NA	NA
ERVL-B4-int_01438	25.699943446352336	0.9701753909824455	0.4975985275938189	1.949715156260235	0.051210078831240825	0.2800402375223082	NA	NA	NA	NA
MLT-int_00286	784.5042947013217	0.7726504281367351	0.3959053557706594	1.9516038792471329	0.05098525233013145	0.2800402375223082	NA	NA	NA	NA
MST-int_00449	39.54991445302878	-1.120110446426988	0.5748551435358054	-1.9485090444480313	0.05135408367171268	0.2800402375223082	NA	NA	NA	NA
Harlequin-int_00158	16.332189410614305	2.0374246227203674	1.048206056998425	1.9437252905736917	0.05192858714150259	0.2817058587417265	GAG	0.079	Harlequin	GAG:0.08
HERV17-int_00160	24.847624971315952	1.0857099844810953	0.5614653401013654	1.933707936958467	0.053149047435458875	0.28684047765425486	INT | RNaseH	0.386	HERV17	RNaseH:0.39 | INT:0.17
HERV9NC-int_00052	33.261354490530564	1.682075426593099	0.8725522567756705	1.9277646851878507	0.05388440216585622	0.28931779009052033	NA	NA	NA	NA
HERV1_I-int_00012	115.65634043944226	-0.9929340679792581	0.5177713839497033	-1.917707503270811	0.055148109800361195	0.29309680690851864	ENV | GAG | INT | RNaseH | RT	0.657	HERV1_I	RNaseH:0.66 | INT:0.39 | RT:0.39 | ENV:0.36 | GAG:0.17
HUERS-P3-int_00044	207.11044254278735	-1.0557428358191763	0.5499566311041203	-1.9196838007019106	0.05489785165412938	0.29309680690851864	GAG | INT | RNaseH | RT	0.588	HUERS-P3	RT:0.59 | RNaseH:0.41 | INT:0.16 | GAG:0.10
HUERS-P3-int_00035	25.23425120622401	-0.8873418911493868	0.4633866173261105	-1.9149061668410587	0.05550447122610966	0.2935009160289738	NA	NA	NA	NA
HERV9NC-int_00063	65.08879479762169	2.206351278067524	1.164728899582312	1.894304570667691	0.05818459469382571	0.30612698816299255	AP | RT	0.832	HERV9NC	RT:0.83 | AP:0.40
ERVL-E-int_00214	146.7075987467566	-0.875253700746337	0.4647163501266811	-1.8834149056897695	0.05964416189145869	0.31223718750178625	NA	NA	NA	NA
PABL_B-int_00279	15.94115009014906	-1.3358005572198666	0.7101981400530186	-1.880884336194044	0.059987654427215986	0.31247300589699073	GAG | RT	0.244	PABL_B	RT:0.24 | GAG:0.05
ERVL-E-int_02373	32.308808401714494	-1.236963857012368	0.6595917605727428	-1.8753476482760731	0.06074491225542477	0.31357309886466045	NA	NA	NA	NA
MER57A-int_00200	23.711427061524546	-0.8563660830716127	0.4567376378170686	-1.8749628061408028	0.06079784056306215	0.31357309886466045	NA	NA	NA	NA
ERVL-E-int_03723	87.11396324047138	0.9007533545321477	0.4812911100549326	1.871535409056983	0.061270906675000146	0.3144639180819861	NA	NA	NA	NA
MST-int_00481	25.07267043396906	-1.4750629061669682	0.7892389018398605	-1.8689688289924968	0.06162715121889415	0.31474940159113257	NA	NA	NA	NA
HERVE_a-int_00020	13.35461537277374	1.461251951195237	0.7850821015048054	1.861272787131924	0.06270566407018875	0.31837733544032093	NA	NA	NA	NA
HERVH-int_00346	22.244537518196353	-1.5638455527358908	0.8409692823355932	-1.8595751183594718	0.06294566230768522	0.31837733544032093	GAG | INT | RT	0.2	HERVH	INT:0.20 | RT:0.16 | GAG:0.14
HERVH-int_00676	12.524347114273588	-1.2706195959479318	0.6866413919222999	-1.8504849997328952	0.06424367805514707	0.32136248219311053	GAG | INT | RT	0.403	HERVH	RT:0.40 | GAG:0.13 | INT:0.10
HERVK11-int_00079	18.23787969052224	-1.302994728606862	0.7045098170409486	-1.8495054250338818	0.06438486517449635	0.32136248219311053	ENV | INT | RNaseH	0.963	HERVK11	RNaseH:0.96 | INT:0.41 | ENV:0.19
HERVL-int_00333	34.74608737661937	0.7537597059734132	0.4076562719762456	1.8490079946993563	0.06445665831953507	0.32136248219311053	DUT | INT	0.321	HERVL	DUT:0.32 | INT:0.24
HERVIP10B3-int_00035	48.01958436668538	1.2511295018450233	0.684399178909648	1.828069846369867	0.06753906973619281	0.33513462565779084	RNaseH | RT	0.464	HERVIP10B3	RNaseH:0.46 | RT:0.22
HERV16-int_00414	55.87552456995025	-1.0780650041121527	0.5908437762548414	-1.824619378993279	0.06805848695817625	0.3361190370057101	NA	NA	NA	NA
HERVH-int_01125	111.31861183792446	-1.5254046008665283	0.8380125957839761	-1.8202645265009225	0.06871873076026169	0.3377864371173427	GAG | RT	0.324	HERVH	RT:0.32 | GAG:0.13
MER4B-int_00916	30.741355619990856	-0.9121692274335541	0.5029589037292848	-1.8136058844372798	0.06973842385819908	0.34119686812866556	NA	NA	NA	NA
HERVK9-int_00241	11.715563320182	1.7390744631526647	0.9618626056845978	1.8080279375398867	0.07060215255182152	0.3438160638221262	AP | DUT | GAG | INT | RNaseH | RT	0.985	HERVK9	DUT:0.98 | RNaseH:0.94 | AP:0.93 | RT:0.43 | INT:0.38 | GAG:0.27
HERVH-int_00666	17.280487382851838	0.9851465038179954	0.554494526187853	1.7766568600611308	0.07562471422730845	0.3583468549587179	AP | GAG | RT	0.941	HERVH	AP:0.94 | RT:0.34 | GAG:0.13
HERVH-int_00836	231.17526254392084	-1.4005472864455795	0.7878101370015946	-1.7777726138128438	0.07544120808963761	0.3583468549587179	GAG | RT	0.13	HERVH	RT:0.13 | GAG:0.13
HERVK-int_00091	26.394075449482038	-0.7691460235905931	0.43306121546381293	-1.7760676692481685	0.07572176432565386	0.3583468549587179	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	RT:1.00 | AP:0.98 | DUT:0.92 | RNaseH:0.76 | GAG:0.70 | ORFX:0.58 | ENV:0.51 | INT:0.51
HERVK-int_00106	63.47675068876812	-1.121354883513495	0.6292404064166272	-1.7820770441290341	0.07473666872896785	0.3583468549587179	NA	NA	NA	NA
LTR25-int_00286	45.28252944051355	-0.8544440655649949	0.481514829308222	-1.7744916948716807	0.07598185463308059	0.3583468549587179	NA	NA	NA	NA
MER61-int_00395	2479.1612294865945	-0.668369972056075	0.37629423051143057	-1.7761897947456626	0.07570163976089096	0.3583468549587179	NA	NA	NA	NA
MST-int_00479	21.642071584646644	-1.1786513146869257	0.6633326536199732	-1.7768630991625831	0.07559076701221545	0.3583468549587179	NA	NA	NA	NA
MER57-int_00269	14.756490896399596	1.3124933640813592	0.7407502981249893	1.7718431803585961	0.07642059248823127	0.35879982213084366	NA	NA	NA	NA
HERVE_a-int_00146	302.9835980066087	0.5692892291542623	0.32255325150402286	1.7649464902298841	0.07757275926286258	0.3625833881616836	NA	NA	NA	NA
HERV9-int_00132	11.828925769632548	1.1550574877222206	0.656133505155541	1.7604000994407474	0.07833999250656758	0.36454209846389446	AP | ENV | GAG | INT | RNaseH | RT	0.986	HERV9	RNaseH:0.99 | AP:0.96 | RT:0.79 | INT:0.59 | ENV:0.28 | GAG:0.21
HERVH-int_00546	71.7761085447454	-0.795771228867528	0.4540397527825403	-1.7526465997541367	0.07966268714160642	0.366196117771239	AP | RT	0.838	HERVH	AP:0.84 | RT:0.28
HERVK9-int_00027	19.98948609498997	-1.0506844078101343	0.5990756776169315	-1.7538425395430193	0.07945749165869644	0.366196117771239	AP | DUT | GAG | INT | RNaseH | RT	0.985	HERVK9	DUT:0.98 | AP:0.91 | GAG:0.53 | RT:0.27 | RNaseH:0.21 | INT:0.10
LTR37-int_00889	9.266450852109621	-1.0596030355769233	0.6047378409268959	-1.7521692275000433	0.07974471332554202	0.366196117771239	NA	NA	NA	NA
HERV17-int_00054	26.472346150619714	-1.1074092421628	0.6345567732079079	-1.7451696820829068	0.08095533695575036	0.3685227730116114	AP | INT | RNaseH | RT	0.886	HERV17	RNaseH:0.89 | RT:0.87 | AP:0.37 | INT:0.10
HERVH-int_01090	181.44899881151682	-1.9882706335083158	1.1380748923031094	-1.7470472698722619	0.08062913891477849	0.3685227730116114	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.37 | GAG:0.18 | INT:0.15
LTR53-int_00245	51.02239083769205	0.6548631909876682	0.3761000984048054	1.7411938836634484	0.08164959901288174	0.3700741565648796	NA	NA	NA	NA
ERV3-16A3_I-int_01747	52.48036278342955	-0.7345406575592169	0.4262013745605018	-1.7234591472556233	0.08480552678397285	0.3827214937190499	NA	NA	NA	NA
Harlequin-int_00201	273.68476857106293	0.7156143012257485	0.41619338638912873	1.71942737349668	0.08553658143912032	0.38436395178866517	ENV | GAG	0.235	Harlequin	ENV:0.23 | GAG:0.14
HERV15-int_00012	1112.7008040074154	1.0206614736232762	0.599529975641088	1.7024361000996904	0.0886736475684893	0.3917354810304147	ENV | INT | RT	0.235	HERV15	RT:0.23 | ENV:0.19 | INT:0.16
HERVE-int_00013	31.19089023926184	1.075767410422606	0.6316338212462971	1.703150423927545	0.08853992160718	0.3917354810304147	AP | ENV | GAG | INT | RNaseH | RT	1	HERVE	AP:1.00 | RT:0.74 | RNaseH:0.71 | INT:0.41 | ENV:0.41 | GAG:0.17
HERVK3-int_00004	11.379962185699501	1.0808126625129135	0.6343773678746862	1.7037377391534172	0.08843009426758006	0.3917354810304147	DUT | GAG	0.253	HERVK3	GAG:0.25 | DUT:0.22
LTR37-int_00392	11.9436871064328	1.3881128599456445	0.8151445531107797	1.702903926240181	0.088586049161737	0.3917354810304147	NA	NA	NA	NA
HERVL-int_01560	17.429768632126752	0.9339474638215488	0.5501518210258297	1.6976176904769344	0.08957994174569822	0.39407646641910105	DUT | INT	0.254	HERVL	DUT:0.25 | INT:0.21
ERVL-E-int_04866	11.125688399897289	1.5654790821712592	0.9359934799145656	1.672532037631449	0.09441945578709131	0.41362832723466364	NA	NA	NA	NA
HERVH-int_00152	408.7362671890257	0.6632546878744344	0.3977546951822001	1.6674968162742023	0.09541565695396166	0.4162508034616577	NA	NA	NA	NA
MER34B-int_00627	14.597823685407976	1.0958958006086403	0.6589536611658798	1.663084773927325	0.09629546728196992	0.41834586823328834	NA	NA	NA	NA
HUERS-P1-int_00041	9.219435993004197	1.0051690843084056	0.6071104918348238	1.6556608687004561	0.09779051604502742	0.4230854144592715	NA	NA	NA	NA
HERVH-int_00612	29.197509899362327	0.8783338318911214	0.5319200807106658	1.6512515013865117	0.0986872308479125	0.42520794525828964	GAG | INT | RT	0.374	HERVH	RT:0.37 | INT:0.21 | GAG:0.09
HERVIP10B3-int_00106	214.02496271494928	-0.5374911011567873	0.32719505011425487	-1.6427238155623018	0.10044008900655496	0.4309867753682912	ENV	0.388	HERVIP10B3	ENV:0.39
HERVH-int_00524	46.25262595121984	0.6432632294061449	0.3927274332377966	1.6379381091431136	0.10143460517172981	0.4334776800604127	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.28 | INT:0.21 | GAG:0.13
Harlequin-int_00079	84.35897395037983	0.63271111068099	0.3877847095318717	1.631604070838146	0.10276292011691036	0.4373690136683136	ENV | GAG	0.142	Harlequin	GAG:0.14 | ENV:0.09
MER34B-int_00653	61.839673691694244	0.7069532152176827	0.43513189679479625	1.6246871820363806	0.10422922994152051	0.4418137803594007	NA	NA	NA	NA
MER4-int_00044	26.00802933898948	-0.7637056441562176	0.47114598909964683	-1.620953296483852	0.10502765531536348	0.44340304481929665	NA	NA	NA	NA
HERVH-int_00185	13.00906591829718	-1.5840806140296608	0.9820112384993571	-1.6130982537942695	0.10672316318901032	0.4462169035768677	AP | GAG | RNaseH | RT	0.941	HERVH	AP:0.94 | RNaseH:0.52 | RT:0.21 | GAG:0.13
HERVI-int_00043	26.90312285513215	-0.932917436811041	0.577431504951919	-1.615633073032138	0.10617366886925196	0.4462169035768677	GAG	0.112	HERVI	GAG:0.11
Harlequin-int_00004	29.955283287292524	-1.566608369746767	0.9742310458611232	-1.6080460342567313	0.10782509704388495	0.4462169035768677	ENV	0.473	Harlequin	ENV:0.47
MER52-int_00157	25.329738649045574	-0.7850949527691163	0.48726612003496256	-1.611224176047339	0.10713087025417989	0.4462169035768677	NA	NA	NA	NA
MER65-int_00383	121.80138792606364	1.6062014548817276	0.9987436949139019	1.6082218721993458	0.10778659451078641	0.4462169035768677	NA	NA	NA	NA
MER65-int_00382	143.06815787365352	1.5782508382404101	0.9846815923128631	1.6028032315840754	0.10897810315846589	0.4492128897909991	NA	NA	NA	NA
PRIMA4-int_00148	14.853242199232007	0.9586089253672708	0.6016629455136582	1.5932656855723046	0.11110060114738567	0.456165997652207	NA	NA	NA	NA
HERVK9-int_00096	11.590949441945055	-0.9104955834041168	0.574314810326212	-1.5853597487533944	0.11288462095702544	0.4616804614922095	AP | DUT | ENV | GAG | RNaseH | RT	0.985	HERVK9	DUT:0.98 | AP:0.80 | RT:0.65 | GAG:0.63 | RNaseH:0.48 | ENV:0.20
HERVIP10FH-int_00078	31.37559254160961	1.707470981159028	1.0840005832589334	1.575156884164856	0.11522023654360918	0.46684457320439887	ENV | INT | RNaseH	0.329	HERVIP10FH	RNaseH:0.33 | ENV:0.19 | INT:0.18
HERVK22-int_00047	1164.8994428514889	-0.4618366387672327	0.29279265110695885	-1.5773505141647872	0.1147148952308753	0.46684457320439887	INT | RNaseH | RT	0.647	HERVK22	RNaseH:0.65 | INT:0.42 | RT:0.34
MER4-int_00629	186.49662482837792	-0.8124572095825807	0.5161700336122023	-1.5740108039533705	0.11548495172869083	0.46684457320439887	NA	NA	NA	NA
Harlequin-int_00002	390.7905848258678	0.8332621878513943	0.5312988178294707	1.5683494107055282	0.11679961052646524	0.4703430470046504	NA	NA	NA	NA
PABL_A-int_00333	61.03560627290356	1.8790603219636053	1.2045377574346436	1.5599845752992598	0.11876352631527436	0.4764192032647212	NA	NA	NA	NA
HERV30-int_00015	168.92005712274215	0.7888616070164306	0.5128247976750961	1.5382672807414035	0.12398327633354508	0.48617544688952063	ENV | GAG | RT	0.341	HERV30	ENV:0.34 | GAG:0.24 | RT:0.15
HERVH-int_00389	14.444301069289917	1.1727068349083407	0.7606606541289369	1.541695141641386	0.12314769310800383	0.48617544688952063	INT | RT	0.483	HERVH	RT:0.48 | INT:0.21
HERVIP10F-int_00128	16.644675299268982	2.5837611894405668	1.6817239191107538	1.5363765479453868	0.12444605517324883	0.48617544688952063	ENV | INT	0.418	HERVIP10F	INT:0.42 | ENV:0.32
HERVL-int_01036	12.873804858891248	1.2711272235173352	0.8233353213939941	1.5438754909302104	0.12261849861715443	0.48617544688952063	NA	NA	NA	NA
HERVL74-int_00007	90.14188659540288	0.6071100214662934	0.39408508159231326	1.5405557069383244	0.12342495498917203	0.48617544688952063	NA	NA	NA	NA
HUERS-P3-int_00045	95.99824372213853	-0.7893313981142627	0.5119399952560474	-1.541843586023158	0.12311160755405745	0.48617544688952063	ENV	0.132	HUERS-P3	ENV:0.13
THE1D-int_00140	77.70079988430601	0.5065567400440051	0.32910353362645256	1.5392017656637196	0.12375504671456812	0.48617544688952063	NA	NA	NA	NA
LTR53-int_00152	192.25689191493038	0.4741027113902115	0.30980351859825433	1.5303335273122458	0.12593419344898288	0.4893179562960878	NA	NA	NA	NA
MER34B-int_00625	30.10069120484794	0.7709482517040938	0.5041118124280957	1.5293199498554866	0.12618514632277336	0.4893179562960878	NA	NA	NA	NA
HERVK9-int_00160	150.73042496896585	-0.45139714022883975	0.29554534331073634	-1.5273363307715555	0.12667739975476378	0.48941416067615373	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.956	HERVK9	RNaseH:0.96 | AP:0.91 | DUT:0.75 | RT:0.57 | INT:0.44 | ENV:0.11 | GAG:0.09
MER4-int_00043	11.567819871390899	-0.9571416800755753	0.6277519490434391	-1.5247131952900446	0.12733064907872135	0.4901293734758134	NA	NA	NA	NA
ERV3-16A3_I-int_01748	34.31849711445543	-0.6190175268244787	0.40891991708333225	-1.5137866877204016	0.13007995004777156	0.4948158988256359	NA	NA	NA	NA
HERVH-int_00477	35.517526925993955	-0.7256438396349969	0.48049227647757004	-1.5102091649726461	0.13099006083704767	0.4948158988256359	AP | ENV | INT | RNaseH | RT	1	HERVH	RNaseH:1.00 | AP:0.96 | INT:0.72 | RT:0.21 | ENV:0.12
HERVP71A-int_00021	64.81172197067417	-0.5738724842401022	0.3787919850545336	-1.5150069348945792	0.12977064790869144	0.4948158988256359	ENV | INT	0.307	HERVP71A	INT:0.31 | ENV:0.20
Harlequin-int_00029	99.1307774562223	0.7754742131306843	0.5113700921625473	1.5164637608180405	0.129402127069006	0.4948158988256359	ENV | INT	0.113	Harlequin	INT:0.11 | ENV:0.09
Harlequin-int_00090	25.53443665702839	-0.7825912788503793	0.5187301333284524	-1.508667471906541	0.1313837821141612	0.4948158988256359	INT	0.128	Harlequin	INT:0.13
LTR37-int_00111	1473.1499388723432	0.6599338782277869	0.43638124823897967	1.5122874341896124	0.13046075633420656	0.4948158988256359	NA	NA	NA	NA
HERV4_I-int_00099	58.68741552393226	-0.5744310181264194	0.3814453334023523	-1.5059327453365483	0.13208443946739645	0.4956717137002297	NA	NA	NA	NA
ERVL-B4-int_00919	553.9739608531755	-0.47306985992005984	0.31496211962288767	-1.5019897011312937	0.13309976862207026	0.4976980633832413	NA	NA	NA	NA
ERV24B_Prim-int_00082	28.691799168812523	-0.872477154947245	0.5911719455523061	-1.475843299925418	0.1399859637046894	0.4977333996422807	RT	0.157	ERV24B_Prim	RT:0.16
ERVL-E-int_03947	70.75525356799423	0.6128076264652331	0.4154916362343733	1.4748976225349493	0.1402400696222281	0.4977333996422807	NA	NA	NA	NA
HERV4_I-int_00057	28.568509983711	-0.9752382840904329	0.6570813844336926	-1.4841970982497772	0.13775663939679053	0.4977333996422807	NA	NA	NA	NA
